id,org_id,project_id,assignee_id,title,description,status,priority_score,estimated_time,actual_time,tags,created_at,updated_at,deadline
74d4892a-1e6e-4d28-b9c2-d06c8266480f,aecf894d-fe7c-4954-be81-be28177aabce,f212443c-5fd9-4d39-92bd-5811e17d90af,84013c0f-efab-4337-a2bb-0fb0a2e01d45,Implement Prove fire enter capital,First sell authority leader your you available. Media car give attention each.,todo,4,2.0,,Feature,2026-05-02T10:48:08Z,2026-05-06T10:48:08Z,2026-05-11T10:48:08Z
0796980b-3d43-4352-8fa5-7691b93c20d4,0b86c0e1-18f3-4591-8e09-b3786ecb8478,8d544355-537c-4bfa-9976-1a29008fd438,c341f9d5-9dc5-4b09-9cef-66fe9a65bbba,Citizen street region particularly would,Property never use. Voice care break blood. Choice example decision garden reach table measure.,done,4,1.5,2.1,Task,2026-04-11T10:48:08Z,2026-04-12T10:48:08Z,2026-04-14T10:48:08Z
d88eba61-1478-4ba2-be92-ea0ef81f8735,722f927c-3e38-4106-82bd-43e6359ff5b2,3a629022-c8f5-406c-b083-48876b2fd54a,c628bcb4-bf46-48c1-9b03-6a0d3e376b1e,Fix: Town suffer begin interest everybody,Side PM energy scientist necessary into.,done,5,4.7,5.0,"Urgent,Bug",2026-03-07T10:48:08Z,2026-03-12T10:48:08Z,2026-03-20T10:48:08Z
4d2f26ec-e550-4881-bc87-d56c9fc77883,bed9d9bb-75c4-4d3f-9b12-516572fac7ae,49f8fef2-04c6-4b23-83bd-663cb8d20f74,622a08b0-97aa-4bb3-b8dd-3e54b3a6e028,Fix: Born war real,Along hard need involve among half value. Together decide economic.,cancelled,3,2.2,1.9,Bug,2026-03-10T10:48:08Z,2026-03-18T10:48:08Z,2026-03-11T10:48:08Z
2cb678b5-5b2a-4043-bd82-f8cb9e043a35,0b86c0e1-18f3-4591-8e09-b3786ecb8478,59b74992-0bfb-4cb4-b33d-7ea9db3b8aaf,20e4ca58-ef30-45c1-a6ed-29ff2886b224,Implement Government nice themselves,Understand door class son. Thing agent say forward. Soon ten specific environment skin blue. Teach develop staff.,done,3,0.9,1.3,Feature,2026-03-25T10:48:08Z,2026-04-12T10:48:08Z,2026-04-04T10:48:08Z
433253ae-09b3-4bdb-a37f-c0f7d75cdbad,aecf894d-fe7c-4954-be81-be28177aabce,0b914a19-eb49-45c5-9ef9-08fc358a6076,dc0e0ba1-675e-4fb1-b845-3085560367d3,Glass star the development process huge everything,Go meeting quickly such former. Boy wife condition.,done,1,4.1,5.8,Task,2026-03-17T10:48:08Z,2026-05-03T10:48:08Z,2026-03-25T10:48:08Z
b6a32f8d-6b78-4536-ba11-1286f89bbbd4,984bc9b3-a782-4622-aed5-e0991abfa1d9,cb0a6041-c974-4a21-a6fb-f910f36e6f01,89c4f146-15a7-471b-a6ae-29da495aca27,Implement Although others generation skill,Worker break tonight couple and job mind southern. Hair attorney professional form finish. Rest feel finally impact.,in_progress,1,1.1,,Feature,2026-04-25T10:48:08Z,2026-04-27T10:48:08Z,2026-05-01T10:48:08Z
76b2c80b-58d3-4af0-ab83-827e9fcffbfb,0b86c0e1-18f3-4591-8e09-b3786ecb8478,049cf809-2626-4daf-bbfa-629e7e796013,fb2ae223-77b4-4a0a-bdd9-8e26e17410b4,Recent never court professor here security,Notice image street fight decision size parent focus. Kind degree list top somebody college.,todo,2,1.1,,Task,2026-02-26T10:48:08Z,2026-03-08T10:48:08Z,2026-03-04T10:48:08Z
e551c1d9-b591-4b40-a581-bf40a3f2a888,bed9d9bb-75c4-4d3f-9b12-516572fac7ae,8d544355-537c-4bfa-9976-1a29008fd438,54b01b39-06a9-4dcc-a56a-d9a6cefeafac,Implement Exist professional people,Pull different current agency each. Particularly shoulder lay though offer responsibility himself.,done,2,6.6,9.4,Feature,2026-03-30T10:48:08Z,2026-04-24T10:48:08Z,2026-04-10T10:48:08Z
2c6951d2-311e-4434-9877-18179c2b9f61,7f2bdd6e-cba3-401b-9513-b46f676d8f44,d0df31b8-658f-4fdf-9367-7cef8151c5dd,e0333ce0-c910-4a36-832f-b639607cbf6c,During prevent accept seem show blood,Compare when military anyone eat. Lead soon property write. Fish sense kind spring throughout interview trade knowledge.,done,2,1.1,1.0,Task,2026-04-09T10:48:08Z,2026-05-03T10:48:08Z,2026-04-17T10:48:08Z
502007d1-5010-481b-b9c6-4e7fa938d77d,9c9af11d-5c46-4a28-8a2f-9965708ef403,6e2f2b64-5240-4443-9e0d-a6086a3f8a03,7d289748-ba70-420b-ac1d-3864d8fb2b60,Season listen else easy,Machine dream key require doctor from throw. Catch discuss really relationship.,done,2,0.5,0.6,Task,2026-02-13T10:48:08Z,2026-04-11T10:48:08Z,2026-02-15T10:48:08Z
bcdb29aa-e519-401e-b72f-acf40c529d31,9c9af11d-5c46-4a28-8a2f-9965708ef403,aa7c05cb-6656-4364-a661-8fc84d05d2b7,464819fd-a3f6-4892-9ece-585667d1ff65,Increase former letter artist,Toward once receive task she herself. Wall fear hope. Mrs same son today major event.,in_progress,1,4.3,,Task,2026-04-11T10:48:08Z,2026-04-25T10:48:08Z,2026-04-23T10:48:08Z
022f6d2d-e1b5-4b63-8eaa-c1eacddf6807,7f2bdd6e-cba3-401b-9513-b46f676d8f44,a38955a3-5de1-4a62-b787-8e12a3707030,7f350529-b707-4e85-8344-c9a906a85df9,Fix: Ahead from quickly identify close level camera,Agree hour north agree poor career left. Employee force lawyer. Seven here sell story edge bank. See appear weight.,done,5,2.2,1.9,"Urgent,Bug",2026-02-20T10:48:08Z,2026-04-19T10:48:08Z,2026-02-28T10:48:08Z
5f410bc5-9bd7-4b68-8ca3-32f96d235533,bed9d9bb-75c4-4d3f-9b12-516572fac7ae,0b914a19-eb49-45c5-9ef9-08fc358a6076,4e9cf421-59bf-46a9-904f-1e89770b7e30,Practice sit prepare senior wear,Perform draw list. Nor design record short.,in_progress,1,2.3,,Task,2026-03-11T10:48:08Z,2026-03-23T10:48:08Z,2026-03-12T10:48:08Z
2fd8e907-fd8b-42e8-9633-0901760dc274,bed9d9bb-75c4-4d3f-9b12-516572fac7ae,0b914a19-eb49-45c5-9ef9-08fc358a6076,393d6f76-5154-43f8-8f64-76cf837907af,Paper white responsibility sing,Blue agent find quality when. Walk cup option store drug recent.,done,4,2.1,3.0,Task,2026-02-15T10:48:08Z,2026-02-15T10:48:08Z,2026-02-26T10:48:08Z
e2e58252-d23f-4f84-848a-96ddfaf1ac1d,7f2bdd6e-cba3-401b-9513-b46f676d8f44,56062727-6099-4a2f-bfc3-370cd6a461e1,622a08b0-97aa-4bb3-b8dd-3e54b3a6e028,Implement Sure outside building worker,Mouth product attention positive actually information.,todo,2,3.2,,Feature,2026-04-26T10:48:08Z,2026-04-28T10:48:08Z,2026-04-30T10:48:08Z
ae293cd5-8a18-46ee-b638-d5fd07b2f7ba,46aca87d-8a75-469f-9752-e9537c6108f0,cb0a6041-c974-4a21-a6fb-f910f36e6f01,dc372ece-14a6-4e7c-9895-129f7b983231,Fix: Black whether player stock religious itself safe,Space Mrs low itself room environmental system store. Everything late seek now.,done,5,1.5,1.6,"Urgent,Bug",2026-03-29T10:48:08Z,2026-05-02T10:48:08Z,2026-04-04T10:48:08Z
48088498-89cb-49d7-8c63-d4ea4be25144,9c9af11d-5c46-4a28-8a2f-9965708ef403,6e2f2b64-5240-4443-9e0d-a6086a3f8a03,f46c0444-096b-4052-8f6c-ca860562090d,Fix: From management foot maintain great election,Red everybody act way beat result major serve. Position make society behavior develop reality fill.,todo,4,8.2,,Bug,2026-04-09T10:48:08Z,2026-04-29T10:48:08Z,2026-04-12T10:48:08Z
1752d096-6382-4430-8cdc-3c5081c0eb81,aecf894d-fe7c-4954-be81-be28177aabce,50fa82e8-62cb-4fa7-ad3b-f843480a5921,119dd0d2-7415-4456-a615-71c660fac24e,Fix: Hard network gas you nearly goal law fill,Return firm sea week. Course school everybody operation.,done,3,0.9,1.0,Bug,2026-03-24T10:48:08Z,2026-04-08T10:48:08Z,2026-03-25T10:48:08Z
d13ebc63-cbf9-4e14-8c4c-740f683ba218,984bc9b3-a782-4622-aed5-e0991abfa1d9,5d51c160-14ee-4b75-bdad-5870a4430fd4,51b1da40-e3f6-4eec-9729-134928e9a7a9,Fix: Others wonder strategy fast guess few remain,Animal approach factor want point. Bill activity expect long future whole education.,done,3,3.8,5.2,Bug,2026-04-25T10:48:08Z,2026-04-29T10:48:08Z,2026-05-07T10:48:08Z
a4910543-5b18-49dd-b2df-268bf53daf90,46aca87d-8a75-469f-9752-e9537c6108f0,d0df31b8-658f-4fdf-9367-7cef8151c5dd,7d289748-ba70-420b-ac1d-3864d8fb2b60,Fix: Box assume man officer rather charge specific,Yes budget share paper. Difficult mission late kind team wrong figure perform.,done,1,4.4,6.2,Bug,2026-02-17T10:48:08Z,2026-04-25T10:48:08Z,2026-02-25T10:48:08Z
bc52c333-7326-428d-92a7-261a7610fde3,9c9af11d-5c46-4a28-8a2f-9965708ef403,049cf809-2626-4daf-bbfa-629e7e796013,478abe89-50b5-4c92-bb9e-1dee702c2901,Fix: Whether between several personal enough ball dream necessary,Impact ready like. Discuss religious reflect.,cancelled,5,1.5,1.9,"Urgent,Bug",2026-04-07T10:48:08Z,2026-04-09T10:48:08Z,2026-04-14T10:48:08Z
e5a02d47-7eff-4f91-8f5c-6256826a6443,475c93d4-94d5-4f75-9715-0cae9762eb07,aa7c05cb-6656-4364-a661-8fc84d05d2b7,ca517514-7586-4f81-83c7-7ac7a5f67aaa,Author do enough social operation sound cup,Different chance enter central arrive society organization. Tv keep light fight I evening music.,todo,4,1.3,,Task,2026-05-01T10:48:08Z,2026-05-05T10:48:08Z,2026-05-07T10:48:08Z
a6873aa7-475d-49cf-809b-6dd273f3ca7c,aecf894d-fe7c-4954-be81-be28177aabce,dbc1dba3-6953-4249-8dd2-b1e11937abb2,53cc2ac9-e95b-4888-8d95-9ec3cc9a28d7,Fix: Ball always it focus economy before,Week yourself public especially American series like prepare. Consider one play man before. Impact fly bit claim in many.,done,4,5.8,6.2,Bug,2026-04-07T10:48:08Z,2026-04-22T10:48:08Z,2026-04-20T10:48:08Z
463bdbf8-2186-4803-8cb5-789757e44c52,46aca87d-8a75-469f-9752-e9537c6108f0,96bd7256-a725-4f6a-8848-f7813adc874f,faaa6431-4d8f-42b3-a1b3-9da4f812b48d,Implement Spend nearly lawyer fire follow,Stay ability thank left approach million performance. Personal service data near until just recognize. Ahead picture son report.,done,3,1.3,1.7,Feature,2026-03-05T10:48:08Z,2026-03-31T10:48:08Z,2026-03-13T10:48:08Z
f5aa0298-bc30-40bd-a036-be158a4804ae,475c93d4-94d5-4f75-9715-0cae9762eb07,3a629022-c8f5-406c-b083-48876b2fd54a,d2980266-4ae8-4a19-bc95-3b53b5e41155,Fix: Nearly need behavior yeah tree,Positive child usually factor. Indeed lot line lead certain. Two meet these tell everybody.,in_progress,3,1.7,,Bug,2026-04-04T10:48:08Z,2026-04-15T10:48:08Z,2026-04-15T10:48:08Z
a20cc0c3-f89f-44af-8e2e-cf556a57c300,475c93d4-94d5-4f75-9715-0cae9762eb07,8dd93ca5-1b4e-4567-9083-dc67c1ba0100,058fc455-40b3-4557-b198-4822d4f31ffc,Future skin environment able rise study,Tend land machine forward several help usually. Wonder draw him task improve. Seat relate specific history professional star. Manager already maybe opportunity.,done,4,5.3,6.3,Task,2026-03-25T10:48:08Z,2026-05-05T10:48:08Z,2026-04-07T10:48:08Z
31b576f4-62a6-4cae-a88f-f81f44fbaad9,984bc9b3-a782-4622-aed5-e0991abfa1d9,dbc1dba3-6953-4249-8dd2-b1e11937abb2,a838d256-3889-4d6d-b5dd-94cac64f4b23,Them key moment lead,That wide avoid sit enter perhaps. Power system system teacher here first.,done,2,2.8,3.0,Task,2026-02-09T10:48:08Z,2026-04-14T10:48:08Z,2026-02-15T10:48:08Z
adf32fc9-1295-4110-a534-dd5fdebd6fc8,46aca87d-8a75-469f-9752-e9537c6108f0,01a68eb5-a840-4980-9afe-be39b663d95a,d2980266-4ae8-4a19-bc95-3b53b5e41155,Fix: Their along attention piece TV young section,Set region beyond coach. Tough animal someone fall hear. Each include radio conference.,done,3,0.7,1.0,Bug,2026-04-30T10:48:08Z,2026-04-30T10:48:08Z,2026-05-04T10:48:08Z
826d4c4f-42db-424d-894e-5c468796252e,a3d264ee-efc8-4351-9f2a-b2f29daa6e50,01a68eb5-a840-4980-9afe-be39b663d95a,fe5825a8-9e94-4b5e-9e34-3d10906834a8,Bad that people drive,Discussion point least project. Top quality citizen kid generation onto police. Real lead few yourself table blood. Occur offer yeah far within probably.,done,1,10.1,12.6,Task,2026-02-11T10:48:08Z,2026-02-22T10:48:08Z,2026-02-16T10:48:08Z
cbdfc6be-6d30-4c9a-8633-4c836f480adc,475c93d4-94d5-4f75-9715-0cae9762eb07,dc194bde-3cb5-44b8-8ec6-0b6bdf46bb5a,6b367632-84e0-45f7-a3ae-a9f082f7d42d,Fix: Account ten sing wind treat,Simply discover soon despite couple. Question return process stuff pick. Position final kid often run bed far section.,done,5,1.8,2.4,"Urgent,Bug",2026-04-05T10:48:08Z,2026-04-10T10:48:08Z,2026-04-06T10:48:08Z
a3a1b9f6-1aa0-4524-bfa0-3849bb7315b8,aecf894d-fe7c-4954-be81-be28177aabce,9eca56e1-54f5-4b19-b69a-3765c2393b94,40a289bf-6a1e-4824-9e7c-726583e36e13,Implement Customer skill theory hand,Store either station loss southern. Sound life away senior difficult put. Whose source hand so add Mr.,todo,2,2.0,,Feature,2026-03-12T10:48:08Z,2026-04-24T10:48:08Z,2026-03-13T10:48:08Z
11d0df14-0c16-42f5-9715-1e39529787ad,7f2bdd6e-cba3-401b-9513-b46f676d8f44,1e7290db-aa59-4474-8047-01a6921576dc,aa2fa79b-0b99-4256-ba05-7e747d56299b,Fix: Happy see energy herself police he push,People wall foreign. Determine as statement travel few impact cause watch. You break doctor Mr home.,done,2,3.3,3.1,Bug,2026-04-11T10:48:08Z,2026-04-24T10:48:08Z,2026-04-20T10:48:08Z
ff675c11-f0b6-46a8-b9fd-85f54d222dc4,46aca87d-8a75-469f-9752-e9537c6108f0,6e2f2b64-5240-4443-9e0d-a6086a3f8a03,69596c6b-8f02-4a19-a53e-e1148836fafd,Implement Provide sea watch industry score,Pressure street past voice evidence real. Kitchen wear talk between rate.,in_progress,3,4.3,,Feature,2026-03-12T10:48:08Z,2026-04-21T10:48:08Z,2026-03-18T10:48:08Z
231ae769-ba64-456c-b1c5-50c19d651d2b,bed9d9bb-75c4-4d3f-9b12-516572fac7ae,d0df31b8-658f-4fdf-9367-7cef8151c5dd,1ff5d722-edf3-4e38-ae81-7803103e2d59,Top population art every why we station,Politics others again skill during. Skin day stop never.,done,4,11.8,16.9,Task,2026-03-17T10:48:08Z,2026-03-19T10:48:08Z,2026-03-21T10:48:08Z
204eb9fa-a6a2-4ac8-b3b7-7b8dd8918b48,bed9d9bb-75c4-4d3f-9b12-516572fac7ae,54fc3716-7019-48be-bb26-33f0265d2677,8f18162b-0ca9-4d0f-9a8f-098fc1959dea,Fix: Democratic thank forget challenge too able teach certain,Economy company produce ago address so draw. Administration enter camera inside box as.,cancelled,3,0.8,0.8,Bug,2026-04-25T10:48:08Z,2026-04-25T10:48:08Z,2026-04-26T10:48:08Z
6a7906bc-92f0-47db-9085-f1830b7efe62,46aca87d-8a75-469f-9752-e9537c6108f0,cf326e42-8f86-476f-8921-2bca33a4e38c,1848da5c-a768-4447-aa57-202cadec937f,Fix: Sing message board mean war analysis situation,Leader who article look husband. Make travel available ball. Chance call person one Republican herself our far.,done,2,5.1,4.5,Bug,2026-05-06T10:48:08Z,2026-05-06T10:48:08Z,2026-05-09T10:48:08Z
c9a9b984-02ba-445f-b6e0-4347c0c44a69,0b86c0e1-18f3-4591-8e09-b3786ecb8478,049cf809-2626-4daf-bbfa-629e7e796013,23db2f1d-fe89-4919-b81b-a3a13a7e712d,Painting between reduce table prepare shoulder result,Later direction fund law indeed believe. Fine effort well rather listen before.,done,1,4.7,4.2,Task,2026-03-02T10:48:08Z,2026-03-05T10:48:08Z,2026-03-12T10:48:08Z
35dad70f-2e09-402c-bbed-f3a12f4185f5,9c9af11d-5c46-4a28-8a2f-9965708ef403,a38955a3-5de1-4a62-b787-8e12a3707030,84013c0f-efab-4337-a2bb-0fb0a2e01d45,Behavior benefit school speech,Only no form business. Them wait institution trouble anything explain. Goal official defense prevent difference.,done,4,2.5,2.7,Task,2026-04-29T10:48:08Z,2026-04-30T10:48:08Z,2026-05-10T10:48:08Z
efe6831a-de62-4cc3-9258-19740b3c5bab,7f2bdd6e-cba3-401b-9513-b46f676d8f44,56062727-6099-4a2f-bfc3-370cd6a461e1,dcb79355-3a53-46c6-aa8d-15b8b0bc834e,Fix: Glass news boy everything,Suddenly window stand party poor ago. Ahead event several TV go.,done,5,4.9,8.3,"Urgent,Bug",2026-03-25T10:48:08Z,2026-05-03T10:48:08Z,2026-04-02T10:48:08Z
9afdbd08-2e12-409e-a561-a159c668281d,bed9d9bb-75c4-4d3f-9b12-516572fac7ae,15746a70-c4a0-4690-a33a-6a24b9e8cc33,e0333ce0-c910-4a36-832f-b639607cbf6c,Fix: Thank not husband center,Second Democrat information game.,done,4,5.5,6.0,Bug,2026-03-18T10:48:08Z,2026-03-26T10:48:08Z,2026-03-21T10:48:08Z
4d036636-2397-4212-beba-5a93129fb931,46aca87d-8a75-469f-9752-e9537c6108f0,8dd93ca5-1b4e-4567-9083-dc67c1ba0100,69596c6b-8f02-4a19-a53e-e1148836fafd,Fix: Find food walk other third choose,Purpose evening product. Parent increase democratic mention generation book question. Main project animal house out account feeling deep. Share face build market.,review,3,1.0,,Bug,2026-02-22T10:48:08Z,2026-04-04T10:48:08Z,2026-03-07T10:48:08Z
1ee95d15-f262-468e-b0bd-8db4bfe0339b,aecf894d-fe7c-4954-be81-be28177aabce,a06b2122-639e-4c9a-92f3-a2bdc0592301,1a4a569d-a1f7-4ca2-b75a-caa4b7d6382a,Fix: Compare herself region matter street south,Technology amount affect TV television office. Identify policy face if whom commercial way.,review,5,10.1,,"Urgent,Bug",2026-04-19T10:48:08Z,2026-04-21T10:48:08Z,2026-04-20T10:48:08Z
3448d9ec-68e4-47e1-b715-41c4093de6c7,0b86c0e1-18f3-4591-8e09-b3786ecb8478,56062727-6099-4a2f-bfc3-370cd6a461e1,d2980266-4ae8-4a19-bc95-3b53b5e41155,Implement Story turn because such during,Model how financial fund four collection. Plan most create simply go when population. Door chair culture own. Concern significant management senior.,done,3,0.8,0.7,Feature,2026-03-06T10:48:08Z,2026-04-06T10:48:08Z,2026-03-17T10:48:08Z
5f2b590a-1ed9-4c25-9806-211e98d040b1,9c9af11d-5c46-4a28-8a2f-9965708ef403,0bdbfecd-31fa-4fee-805d-505dcc3fefb4,222420cf-6efe-4739-b9f6-98ea11493e1d,Fix: Large under north play person ten physical character,Kind field ever argue medical financial later. Hard expert popular within.,done,3,1.2,1.2,Bug,2026-03-21T10:48:08Z,2026-04-15T10:48:08Z,2026-04-03T10:48:08Z
da5bffe9-9891-48c0-ba40-79a3df632223,a3d264ee-efc8-4351-9f2a-b2f29daa6e50,a497f5fa-d746-4eeb-b420-e29b4f387d01,d2980266-4ae8-4a19-bc95-3b53b5e41155,Implement Past medical leg,Last special prepare. Painting may whatever late specific study. Mean common easy just.,done,3,2.2,1.9,Feature,2026-04-28T10:48:08Z,2026-05-05T10:48:08Z,2026-05-09T10:48:08Z
3505f5e8-7a35-4daf-9a5c-c5a5de2a4760,0b86c0e1-18f3-4591-8e09-b3786ecb8478,d411eb0b-8394-4c87-a9e1-33b41d78a824,54f23e16-4be1-41b7-8f81-1a00fd2e8738,Implement Model particular hair truth hold,Appear piece free form newspaper hit edge surface. Their four old center glass whose recognize hot. Remember be next poor foreign campaign reflect water.,done,3,11.5,12.9,Feature,2026-03-02T10:48:08Z,2026-03-28T10:48:08Z,2026-03-05T10:48:08Z
4a4ad87f-4ba6-4415-84a0-8a7e8529a412,475c93d4-94d5-4f75-9715-0cae9762eb07,00935425-ef4c-4700-8c29-6921668ba22f,faaa6431-4d8f-42b3-a1b3-9da4f812b48d,Behavior provide meet adult final week game,Difficult case baby such big. Strong this also from short capital heavy. Congress realize person total.,done,4,2.2,2.1,Task,2026-02-23T10:48:08Z,2026-04-25T10:48:08Z,2026-02-25T10:48:08Z
e0130f29-2da8-4eb2-b2f7-03c3341a6ba1,984bc9b3-a782-4622-aed5-e0991abfa1d9,33d7d3c9-c0c7-4b79-a879-4f733098e9e8,065ca60e-1fcf-43f0-9068-24aec47feaa4,Implement Analysis hair rest wide particular,Move finally speak light strong. Question now key show sing me. Whom stage soon catch economic political.,done,3,2.7,2.0,Feature,2026-02-25T10:48:08Z,2026-04-03T10:48:08Z,2026-03-05T10:48:08Z
f3728865-81ad-4e7c-89c0-52c97895d8fa,0b86c0e1-18f3-4591-8e09-b3786ecb8478,00935425-ef4c-4700-8c29-6921668ba22f,e0333ce0-c910-4a36-832f-b639607cbf6c,Fix: Never bill suffer surface expect several,Town challenge join watch develop later glass. Increase how hear.,in_progress,3,8.0,,Bug,2026-05-01T10:48:08Z,2026-05-03T10:48:08Z,2026-05-09T10:48:08Z
b15bd4c9-aae9-45c9-bd91-4283de23622a,722f927c-3e38-4106-82bd-43e6359ff5b2,a38955a3-5de1-4a62-b787-8e12a3707030,1ff5d722-edf3-4e38-ae81-7803103e2d59,Fix: Yes heart agreement us stuff practice,Although true line story. Large accept bad eight strong nature road.,done,2,2.2,2.6,Bug,2026-04-18T10:48:08Z,2026-04-30T10:48:08Z,2026-04-26T10:48:08Z
7e7d276d-8681-4279-a0d3-9797dbf214ed,7f2bdd6e-cba3-401b-9513-b46f676d8f44,49f8fef2-04c6-4b23-83bd-663cb8d20f74,0f020dea-7a4a-474d-bfd5-03158a399522,Institution simply down business draw police performance,Student matter movie place. Drop century investment pass drive indicate professor.,review,1,1.1,,Task,2026-04-09T10:48:08Z,2026-04-18T10:48:08Z,2026-04-20T10:48:08Z
6475259a-a568-4d3e-88a1-53475928b322,475c93d4-94d5-4f75-9715-0cae9762eb07,dd6e79c1-1e94-4f04-8c6d-3c85daa0f0cf,20e4ca58-ef30-45c1-a6ed-29ff2886b224,Implement Model guess well,Skill medical after them analysis hit health. Ground attack drop. Billion old series card good full poor store.,done,3,2.0,2.4,Feature,2026-03-23T10:48:08Z,2026-04-23T10:48:08Z,2026-03-24T10:48:08Z
bf860fef-45bc-44c2-90d0-c72c871bcb09,a3d264ee-efc8-4351-9f2a-b2f29daa6e50,0bdbfecd-31fa-4fee-805d-505dcc3fefb4,ff71738d-d913-4032-a83d-3f3953b53363,Implement Wonder long consider care respond,Fall analysis current. Firm financial huge. List already positive experience television answer pretty.,todo,2,7.6,,Feature,2026-03-07T10:48:08Z,2026-03-08T10:48:08Z,2026-03-13T10:48:08Z
88285f79-915c-4968-b93d-280ff0d74abe,bed9d9bb-75c4-4d3f-9b12-516572fac7ae,7d5d520d-0b63-4575-b8bd-72037e624240,119dd0d2-7415-4456-a615-71c660fac24e,Buy happy threat sea thus,Wind many marriage under mind song. Bad own state nation fly bag. Fill owner international ready goal.,done,2,2.9,1.6,Task,2026-03-06T10:48:08Z,2026-03-07T10:48:08Z,2026-03-16T10:48:08Z
